support_case_id,support_case_created_ts_utc,support_case_created_date_utc,support_case_language,support_case_vertical,is_support_case_escalated_to_agent,support_case_state,support_case_city_id,support_case_order_id,support_case_user_persona
385448437,2024-06-01T04:35:50Z,2024-06-01,ka,vertical_5,FALSE,draft,15,null,persona_11
385685361,2024-06-01T14:33:35Z,2024-06-01,en-US,vertical_5,FALSE,draft,325,null,persona_11
385612277,2024-06-01T12:16:48Z,2024-06-01,en-US,vertical_5,FALSE,draft,442,null,persona_11
385527006,2024-06-01T09:11:35Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385719673,2024-06-01T15:35:03Z,2024-06-01,en-gb,vertical_5,FALSE,draft,136,null,persona_11
385701896,2024-06-01T15:03:17Z,2024-06-01,en-US,vertical_5,FALSE,draft,9,null,persona_11
385810487,2024-06-01T18:07:36Z,2024-06-01,ru,vertical_3,FALSE,draft,1083,null,persona_13
385820432,2024-06-01T18:24:50Z,2024-06-01,en-GB,vertical_5,FALSE,draft,55,null,persona_11
385560030,2024-06-01T10:30:00Z,2024-06-01,az-AZ,vertical_5,FALSE,draft,335,null,persona_11
385436594,2024-06-01T03:23:34Z,2024-06-01,en-GB,vertical_5,FALSE,draft,324,null,persona_11
385636436,2024-06-01T13:03:19Z,2024-06-01,de-de,vertical_5,FALSE,draft,714,null,persona_11
385911290,2024-06-01T21:11:13Z,2024-06-01,en-GB,vertical_5,FALSE,draft,560,1611225541,persona_11
385662730,2024-06-01T13:52:30Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385468802,2024-06-01T06:11:54Z,2024-06-01,en-gb,vertical_5,FALSE,draft,406,null,persona_11
385717224,2024-06-01T15:30:55Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,null,null,persona_11
385713747,2024-06-01T15:24:47Z,2024-06-01,cs-cz,vertical_5,FALSE,draft,271,null,persona_11
385455333,2024-06-01T05:11:38Z,2024-06-01,sw-tz,vertical_5,FALSE,draft,343,null,persona_11
385623609,2024-06-01T12:38:38Z,2024-06-01,cs,vertical_5,FALSE,draft,null,null,persona_11
385958734,2024-06-01T23:27:34Z,2024-06-01,en-us,vertical_5,FALSE,draft,845,null,persona_11
385722497,2024-06-01T15:39:54Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385525370,2024-06-01T09:07:29Z,2024-06-01,en-GB,vertical_5,FALSE,draft,320,null,persona_11
385757333,2024-06-01T16:38:08Z,2024-06-01,uk-UA,vertical_5,FALSE,draft,496,null,persona_11
385956999,2024-06-01T23:21:19Z,2024-06-01,tr,vertical_5,FALSE,draft,717,null,persona_11
385568211,2024-06-01T10:47:53Z,2024-06-01,en,vertical_5,FALSE,draft,54,null,persona_11
385494803,2024-06-01T07:42:52Z,2024-06-01,en,vertical_5,FALSE,draft,324,null,persona_11
385518948,2024-06-01T08:50:55Z,2024-06-01,cs,vertical_5,FALSE,draft,429,null,persona_11
385845305,2024-06-01T19:06:34Z,2024-06-01,ro,vertical_4,FALSE,closed,462,1611066978,persona_6
385719412,2024-06-01T15:34:39Z,2024-06-01,ro-RO,vertical_5,FALSE,draft,325,null,persona_11
385814887,2024-06-01T18:15:24Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385903967,2024-06-01T20:54:30Z,2024-06-01,en-GB,vertical_5,FALSE,draft,25,null,persona_11
385557265,2024-06-01T10:24:06Z,2024-06-01,sv,vertical_5,FALSE,draft,574,null,persona_11
385487969,2024-06-01T07:21:49Z,2024-06-01,pt-pt,vertical_5,FALSE,draft,1013,null,persona_11
385909648,2024-06-01T21:07:08Z,2024-06-01,cs,vertical_5,FALSE,draft,271,null,persona_11
385749133,2024-06-01T16:24:51Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385496762,2024-06-01T07:48:35Z,2024-06-01,en,vertical_4,TRUE,closed,54,1676717307,persona_6
385807042,2024-06-01T18:01:33Z,2024-06-01,az,vertical_5,FALSE,draft,335,null,persona_11
385661979,2024-06-01T13:51:03Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,158,null,persona_11
385670541,2024-06-01T14:06:44Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385876330,2024-06-01T19:59:39Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,158,null,persona_11
385567964,2024-06-01T10:47:22Z,2024-06-01,en-gb,vertical_5,FALSE,draft,136,null,persona_11
385564739,2024-06-01T10:40:11Z,2024-06-01,en-GB,vertical_5,FALSE,draft,25,null,persona_11
385688328,2024-06-01T14:38:51Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,499,null,persona_11
385576644,2024-06-01T11:05:19Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385452185,2024-06-01T04:56:05Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385922891,2024-06-01T21:40:08Z,2024-06-01,en-US,vertical_5,FALSE,draft,442,null,persona_11
385675119,2024-06-01T14:14:57Z,2024-06-01,fr,vertical_4,FALSE,closed,386,null,persona_13
385764023,2024-06-01T16:49:35Z,2024-06-01,en,vertical_2,TRUE,closed,320,175860681,persona_8
385931089,2024-06-01T22:01:35Z,2024-06-01,ka-GE,vertical_5,FALSE,draft,307,null,persona_11
385948361,2024-06-01T22:53:03Z,2024-06-01,az-AZ,vertical_5,FALSE,draft,335,null,persona_11
385781523,2024-06-01T17:18:55Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,325,1610918753,persona_11
385612298,2024-06-01T12:16:51Z,2024-06-01,ru,vertical_4,FALSE,closed,491,1076373293,persona_6
385400480,2024-06-01T00:01:44Z,2024-06-01,en-GB,vertical_5,FALSE,draft,386,1177153125,persona_11
385621088,2024-06-01T12:33:40Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,335,1741201351,persona_11
385692492,2024-06-01T14:46:20Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,325,null,persona_11
385658570,2024-06-01T13:44:44Z,2024-06-01,fr,vertical_5,FALSE,draft,25,null,persona_11
385407290,2024-06-01T00:34:22Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,15,null,persona_11
385756612,2024-06-01T16:36:59Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,211,1610884974,persona_11
385748458,2024-06-01T16:23:43Z,2024-06-01,en-GB,vertical_5,FALSE,draft,137,null,persona_11
385630330,2024-06-01T12:51:44Z,2024-06-01,uk,vertical_4,FALSE,closed,158,1076371333,persona_6
385482134,2024-06-01T07:02:57Z,2024-06-01,en,vertical_4,TRUE,closed,1,1610294903,persona_13
385582325,2024-06-01T11:16:28Z,2024-06-01,lt-LT,vertical_5,FALSE,draft,251,null,persona_11
385963169,2024-06-01T23:43:41Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385499130,2024-06-01T07:55:53Z,2024-06-01,en-gb,vertical_5,FALSE,draft,320,null,persona_11
385746942,2024-06-01T16:21:12Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,845,null,persona_11
385667401,2024-06-01T14:01:05Z,2024-06-01,en-GB,vertical_5,FALSE,draft,343,null,persona_11
385749620,2024-06-01T16:25:38Z,2024-06-01,ru,vertical_4,TRUE,closed,158,1076440481,persona_13
385650778,2024-06-01T13:30:07Z,2024-06-01,ru,vertical_4,FALSE,closed,3,1610676482,persona_13
385947442,2024-06-01T22:50:05Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,1056,1611371463,persona_11
385462478,2024-06-01T05:45:13Z,2024-06-01,en-gb,vertical_5,FALSE,draft,320,null,persona_11
385604484,2024-06-01T12:01:51Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,500,1076363820,persona_11
385828159,2024-06-01T18:38:04Z,2024-06-01,en-GB,vertical_5,FALSE,draft,307,null,persona_11
385622644,2024-06-01T12:36:43Z,2024-06-01,pl-pl,vertical_5,FALSE,draft,211,1610621033,persona_11
385544344,2024-06-01T09:54:32Z,2024-06-01,fr,vertical_5,FALSE,draft,387,null,persona_11
385545837,2024-06-01T09:57:55Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,335,175817127,persona_11
385617379,2024-06-01T12:26:37Z,2024-06-01,ro-RO,vertical_5,FALSE,draft,325,null,persona_11
385450151,2024-06-01T04:45:07Z,2024-06-01,ro,vertical_5,FALSE,draft,1059,null,persona_11
385521492,2024-06-01T08:57:38Z,2024-06-01,az,vertical_4,FALSE,closed,335,1741983483,persona_6
385569756,2024-06-01T10:51:06Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,801,null,persona_11
385776113,2024-06-01T17:09:45Z,2024-06-01,th,vertical_5,FALSE,draft,881,null,persona_11
385651611,2024-06-01T13:31:43Z,2024-06-01,en-us,vertical_5,FALSE,draft,320,null,persona_11
385705143,2024-06-01T15:09:19Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,278,null,persona_11
385797325,2024-06-01T17:45:25Z,2024-06-01,ru,vertical_4,TRUE,closed,335,1742005830,persona_13
385540852,2024-06-01T09:45:57Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385601257,2024-06-01T11:55:17Z,2024-06-01,en,vertical_5,FALSE,draft,54,null,persona_11
385453608,2024-06-01T05:03:29Z,2024-06-01,es-419,vertical_5,FALSE,draft,150,null,persona_11
385587954,2024-06-01T11:28:02Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,1583,null,persona_11
385670394,2024-06-01T14:06:28Z,2024-06-01,pt-pt,vertical_5,FALSE,draft,438,null,persona_11
385917127,2024-06-01T21:25:14Z,2024-06-01,en,vertical_4,TRUE,closed,1055,514951765,persona_13
385567897,2024-06-01T10:47:14Z,2024-06-01,en-gb,vertical_5,FALSE,draft,375,null,persona_11
385725891,2024-06-01T15:45:42Z,2024-06-01,en-gb,vertical_5,FALSE,draft,320,1541512991,persona_11
385709242,2024-06-01T15:16:38Z,2024-06-01,ro-RO,vertical_5,FALSE,draft,325,null,persona_11
385482842,2024-06-01T07:05:24Z,2024-06-01,pl,vertical_4,TRUE,closed,350,null,persona_10
385593803,2024-06-01T11:40:06Z,2024-06-01,fr,vertical_4,FALSE,closed,396,1177425886,persona_13
385625141,2024-06-01T12:41:36Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,1062,1610626976,persona_11
385593778,2024-06-01T11:40:03Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,814,null,persona_11
385671090,2024-06-01T14:07:39Z,2024-06-01,ru,vertical_5,FALSE,draft,335,null,persona_11
385549683,2024-06-01T10:06:56Z,2024-06-01,en-us,vertical_5,FALSE,draft,242,null,persona_11
385838340,2024-06-01T18:54:48Z,2024-06-01,en-US,vertical_5,FALSE,draft,137,null,persona_11
385684782,2024-06-01T14:32:32Z,2024-06-01,uk,vertical_4,FALSE,closed,1082,1076417763,persona_6
385580192,2024-06-01T11:12:20Z,2024-06-01,en-gb,vertical_5,FALSE,draft,136,null,persona_11
385835048,2024-06-01T18:49:29Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385888338,2024-06-01T20:22:05Z,2024-06-01,en-US,vertical_5,FALSE,draft,279,null,persona_11
385886381,2024-06-01T20:18:12Z,2024-06-01,en,vertical_4,FALSE,closed,353,1541628359,persona_13
385462375,2024-06-01T05:44:48Z,2024-06-01,th,vertical_4,FALSE,closed,881,1741878860,persona_6
385904902,2024-06-01T20:56:35Z,2024-06-01,en-GB,vertical_5,FALSE,draft,448,null,persona_11
385637870,2024-06-01T13:05:54Z,2024-06-01,pl-pl,vertical_5,FALSE,draft,211,null,persona_11
385764298,2024-06-01T16:50:02Z,2024-06-01,ro,vertical_2,TRUE,closed,463,175897343,persona_8
385602089,2024-06-01T11:57:00Z,2024-06-01,pl,vertical_5,FALSE,draft,307,null,persona_11
385932681,2024-06-01T22:06:04Z,2024-06-01,gb,vertical_5,FALSE,draft,409,null,persona_11
385862521,2024-06-01T19:36:07Z,2024-06-01,az,vertical_4,FALSE,closed,335,null,persona_13
385723070,2024-06-01T15:40:49Z,2024-06-01,en-gb,vertical_5,FALSE,draft,null,null,persona_11
385602648,2024-06-01T11:58:05Z,2024-06-01,az,vertical_5,FALSE,draft,335,null,persona_11
385879765,2024-06-01T20:05:43Z,2024-06-01,en,vertical_2,TRUE,closed,401,175942459,persona_8
385566168,2024-06-01T10:43:25Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385632514,2024-06-01T12:55:52Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,307,null,persona_11
385513535,2024-06-01T08:36:13Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,297,null,persona_11
385946060,2024-06-01T22:45:22Z,2024-06-01,en-US,vertical_5,FALSE,draft,437,null,persona_11
385939927,2024-06-01T22:27:06Z,2024-06-01,en-US,vertical_5,FALSE,draft,386,null,persona_11
385664693,2024-06-01T13:56:10Z,2024-06-01,en,vertical_2,TRUE,closed,137,175817914,persona_3
385533461,2024-06-01T09:27:20Z,2024-06-01,en-gb,vertical_5,FALSE,draft,343,null,persona_11
385684183,2024-06-01T14:31:27Z,2024-06-01,en-gb,vertical_5,FALSE,draft,373,null,persona_11
385482942,2024-06-01T07:05:42Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385604180,2024-06-01T12:01:17Z,2024-06-01,en-US,vertical_5,FALSE,draft,324,null,persona_11
385785920,2024-06-01T17:26:20Z,2024-06-01,en-GB,vertical_5,FALSE,draft,74,null,persona_11
385920840,2024-06-01T21:34:49Z,2024-06-01,en-gb,vertical_5,FALSE,draft,25,null,persona_11
385799917,2024-06-01T17:49:54Z,2024-06-01,de,vertical_3,FALSE,draft,713,121985224,persona_13
385506791,2024-06-01T08:17:47Z,2024-06-01,en,vertical_4,FALSE,closed,376,null,persona_6
385437959,2024-06-01T03:32:06Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,159,null,persona_11
385823378,2024-06-01T18:30:00Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385847075,2024-06-01T19:09:32Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,845,1736043848,persona_11
385501038,2024-06-01T08:01:14Z,2024-06-01,de,vertical_3,FALSE,draft,715,null,persona_13
385604561,2024-06-01T12:02:02Z,2024-06-01,de,vertical_5,FALSE,draft,374,null,persona_11
385770379,2024-06-01T17:00:10Z,2024-06-01,en,vertical_4,FALSE,closed,325,1610808805,persona_6
385493920,2024-06-01T07:40:21Z,2024-06-01,en,vertical_5,FALSE,draft,344,null,persona_11
385908476,2024-06-01T21:04:24Z,2024-06-01,hu-HU,vertical_5,FALSE,draft,297,null,persona_11
385735719,2024-06-01T16:02:39Z,2024-06-01,en-US,vertical_5,FALSE,draft,1,null,persona_11
385596521,2024-06-01T11:45:44Z,2024-06-01,pl,vertical_4,TRUE,closed,351,1610561425,persona_6
385642213,2024-06-01T13:14:15Z,2024-06-01,en-US,vertical_5,FALSE,draft,442,null,persona_11
385790410,2024-06-01T17:33:56Z,2024-06-01,uk-UA,vertical_5,FALSE,draft,1,175908538,persona_11
385798854,2024-06-01T17:48:03Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385651077,2024-06-01T13:30:43Z,2024-06-01,en,vertical_4,TRUE,closed,136,null,persona_6
385611103,2024-06-01T12:14:27Z,2024-06-01,az,vertical_4,TRUE,closed,335,null,persona_6
385557168,2024-06-01T10:23:53Z,2024-06-01,en,vertical_5,FALSE,draft,1,null,persona_11
385422692,2024-06-01T01:57:04Z,2024-06-01,en-GB,vertical_5,FALSE,draft,279,null,persona_11
385805308,2024-06-01T17:58:44Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,371,null,persona_11
385906654,2024-06-01T21:00:29Z,2024-06-01,cs-CZ,vertical_5,FALSE,draft,430,null,persona_11
385791245,2024-06-01T17:35:14Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385782524,2024-06-01T17:20:37Z,2024-06-01,de,vertical_5,FALSE,draft,720,null,persona_11
385830856,2024-06-01T18:42:32Z,2024-06-01,tr,vertical_4,FALSE,closed,423,1741545849,persona_6
385677529,2024-06-01T14:19:27Z,2024-06-01,uk,vertical_5,FALSE,draft,1084,null,persona_11
385438457,2024-06-01T03:35:03Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,371,null,persona_11
385601890,2024-06-01T11:56:35Z,2024-06-01,de,vertical_5,FALSE,draft,25,null,persona_11
385906245,2024-06-01T20:59:32Z,2024-06-01,th,vertical_5,FALSE,draft,881,null,persona_11
385421387,2024-06-01T01:49:21Z,2024-06-01,pt,vertical_2,TRUE,closed,386,175792683,persona_8
385401210,2024-06-01T00:05:01Z,2024-06-01,en-us,vertical_5,FALSE,draft,242,null,persona_11
385597803,2024-06-01T11:48:18Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385944150,2024-06-01T22:39:35Z,2024-06-01,en-GB,vertical_5,FALSE,draft,25,null,persona_11
385574586,2024-06-01T11:01:10Z,2024-06-01,pl,vertical_5,FALSE,draft,307,null,persona_11
385666491,2024-06-01T13:59:28Z,2024-06-01,az-AZ,vertical_5,FALSE,draft,335,null,persona_11
385436262,2024-06-01T03:21:12Z,2024-06-01,nl,vertical_5,FALSE,draft,null,null,persona_11
385505027,2024-06-01T08:12:57Z,2024-06-01,en,vertical_4,TRUE,closed,25,514805760,persona_6
385885329,2024-06-01T20:16:10Z,2024-06-01,es,vertical_5,FALSE,draft,862,null,persona_11
385460430,2024-06-01T05:35:50Z,2024-06-01,uk,vertical_4,FALSE,closed,498,1076263766,persona_6
385752348,2024-06-01T16:29:59Z,2024-06-01,az-AZ,vertical_5,FALSE,draft,335,null,persona_11
385525824,2024-06-01T09:08:42Z,2024-06-01,pt-pt,vertical_5,FALSE,draft,386,null,persona_11
385718504,2024-06-01T15:33:07Z,2024-06-01,az,vertical_4,FALSE,closed,335,null,persona_6
385702667,2024-06-01T15:04:42Z,2024-06-01,en-GB,vertical_5,FALSE,draft,137,null,persona_11
385788587,2024-06-01T17:30:45Z,2024-06-01,en-US,vertical_5,FALSE,draft,320,null,persona_11
385757108,2024-06-01T16:37:47Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,211,1610886731,persona_11
385529122,2024-06-01T09:16:54Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385948522,2024-06-01T22:53:40Z,2024-06-01,uk,vertical_5,FALSE,draft,564,162508381,persona_11
385876045,2024-06-01T19:59:09Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,15,null,persona_11
385812186,2024-06-01T18:10:31Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385459665,2024-06-01T05:32:14Z,2024-06-01,es-419,vertical_5,FALSE,draft,1014,null,persona_11
385425615,2024-06-01T02:14:03Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,814,null,persona_11
385544417,2024-06-01T09:54:44Z,2024-06-01,en-us,vertical_5,FALSE,draft,136,null,persona_11
385549288,2024-06-01T10:06:00Z,2024-06-01,pl-PL,vertical_5,FALSE,draft,307,null,persona_11
385498850,2024-06-01T07:54:58Z,2024-06-01,pl,vertical_5,FALSE,draft,467,1610367781,persona_11
385807953,2024-06-01T18:03:10Z,2024-06-01,sw-tz,vertical_5,FALSE,draft,343,null,persona_11
385558514,2024-06-01T10:26:42Z,2024-06-01,en,vertical_4,TRUE,closed,326,1610476422,persona_6
385700481,2024-06-01T15:00:42Z,2024-06-01,en-US,vertical_5,FALSE,draft,158,null,persona_11
385965933,2024-06-01T23:54:11Z,2024-06-01,uk-ua,vertical_5,FALSE,draft,344,null,persona_11
385699639,2024-06-01T14:59:13Z,2024-06-01,es-ES,vertical_5,FALSE,draft,862,null,persona_11
385448640,2024-06-01T04:36:52Z,2024-06-01,ro,vertical_4,FALSE,closed,325,1610275387,persona_6
385614389,2024-06-01T12:20:57Z,2024-06-01,en-US,vertical_5,FALSE,draft,15,null,persona_11
385437085,2024-06-01T03:26:29Z,2024-06-01,fr,vertical_4,TRUE,closed,388,1177258208,persona_13
385736629,2024-06-01T16:04:08Z,2024-06-01,uk-UA,vertical_5,FALSE,draft,158,null,persona_11
385878376,2024-06-01T20:03:14Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385894248,2024-06-01T20:33:50Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,null,persona_11
385690000,2024-06-01T14:41:53Z,2024-06-01,az,vertical_4,TRUE,closed,423,1742200456,persona_6
385677981,2024-06-01T14:20:12Z,2024-06-01,et-EE,vertical_5,FALSE,draft,1,null,persona_11
385411390,2024-06-01T00:54:42Z,2024-06-01,en-GB,vertical_5,FALSE,draft,416,null,persona_11
385433953,2024-06-01T03:06:20Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,662,null,persona_11
385919915,2024-06-01T21:32:26Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,158,null,persona_11
385715882,2024-06-01T15:28:28Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,null,persona_11
385758571,2024-06-01T16:40:15Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,1051,null,persona_11
385772105,2024-06-01T17:03:03Z,2024-06-01,en-US,vertical_5,FALSE,draft,320,null,persona_11
385526312,2024-06-01T09:09:53Z,2024-06-01,en-gb,vertical_5,FALSE,draft,137,null,persona_11
385783639,2024-06-01T17:22:28Z,2024-06-01,en,vertical_5,FALSE,draft,448,null,persona_11
385505951,2024-06-01T08:15:31Z,2024-06-01,en-us,vertical_5,FALSE,draft,137,null,persona_11
385659446,2024-06-01T13:46:20Z,2024-06-01,th,vertical_5,FALSE,draft,881,null,persona_11
385772993,2024-06-01T17:04:32Z,2024-06-01,en-GB,vertical_5,FALSE,draft,386,null,persona_11
385672685,2024-06-01T14:10:32Z,2024-06-01,az,vertical_4,TRUE,closed,335,1742184430,persona_6
385839728,2024-06-01T18:57:12Z,2024-06-01,cs-CZ,vertical_5,FALSE,draft,427,null,persona_11
385612015,2024-06-01T12:16:15Z,2024-06-01,pt-pt,vertical_5,FALSE,draft,438,null,persona_11
385769243,2024-06-01T16:58:19Z,2024-06-01,en-us,vertical_5,FALSE,draft,448,null,persona_11
385855558,2024-06-01T19:24:02Z,2024-06-01,en-US,vertical_5,FALSE,draft,324,null,persona_11
385453289,2024-06-01T05:01:50Z,2024-06-01,en-GB,vertical_5,FALSE,draft,271,null,persona_11
385889209,2024-06-01T20:23:40Z,2024-06-01,az,vertical_4,FALSE,closed,335,1741911024,persona_6
385932658,2024-06-01T22:06:01Z,2024-06-01,en-GB,vertical_5,FALSE,draft,1211,1611290787,persona_11
385958657,2024-06-01T23:27:19Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,351,1611408057,persona_11
385537867,2024-06-01T09:38:28Z,2024-06-01,cs-cz,vertical_5,FALSE,draft,271,null,persona_11
385436653,2024-06-01T03:23:55Z,2024-06-01,en,vertical_4,FALSE,closed,343,1541168957,persona_13
385592915,2024-06-01T11:38:17Z,2024-06-01,en-us,vertical_5,FALSE,draft,307,null,persona_11
385449053,2024-06-01T04:39:02Z,2024-06-01,es-419,vertical_5,FALSE,draft,1014,null,persona_11
385463922,2024-06-01T05:52:06Z,2024-06-01,en-GB,vertical_5,FALSE,draft,25,null,persona_11
385607837,2024-06-01T12:08:22Z,2024-06-01,es-419,vertical_5,FALSE,draft,259,null,persona_11
385473101,2024-06-01T06:28:47Z,2024-06-01,fr,vertical_5,FALSE,draft,18,null,persona_11
385630693,2024-06-01T12:52:24Z,2024-06-01,sk-SK,vertical_5,FALSE,draft,401,null,persona_11
385792272,2024-06-01T17:36:57Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385430665,2024-06-01T02:45:27Z,2024-06-01,en,vertical_4,FALSE,closed,416,514767218,persona_13
385891249,2024-06-01T20:27:44Z,2024-06-01,en,vertical_4,TRUE,closed,54,null,persona_6
385762601,2024-06-01T16:47:07Z,2024-06-01,en-gb,vertical_5,FALSE,draft,136,null,persona_11
385530187,2024-06-01T09:19:16Z,2024-06-01,pt,vertical_2,TRUE,closed,386,175400709,persona_8
385873596,2024-06-01T19:54:50Z,2024-06-01,nl-nl,vertical_5,FALSE,draft,79,null,persona_11
385450929,2024-06-01T04:49:25Z,2024-06-01,fr,vertical_4,FALSE,closed,18,null,persona_6
385446944,2024-06-01T04:27:38Z,2024-06-01,en,vertical_4,TRUE,open,114,null,persona_10
385754233,2024-06-01T16:33:00Z,2024-06-01,az,vertical_5,FALSE,draft,null,null,persona_11
385749846,2024-06-01T16:26:00Z,2024-06-01,uk-ua,vertical_5,FALSE,draft,158,null,persona_11
385939059,2024-06-01T22:24:33Z,2024-06-01,en-us,vertical_5,FALSE,draft,438,null,persona_11
385650295,2024-06-01T13:29:10Z,2024-06-01,az-AZ,vertical_5,FALSE,draft,449,null,persona_11
385851539,2024-06-01T19:17:06Z,2024-06-01,en,vertical_5,FALSE,draft,407,null,persona_11
385539624,2024-06-01T09:42:47Z,2024-06-01,pl,vertical_5,FALSE,draft,211,null,persona_11
385935587,2024-06-01T22:14:21Z,2024-06-01,tr,vertical_4,FALSE,closed,335,1742249946,persona_6
385400962,2024-06-01T00:03:59Z,2024-06-01,en-US,vertical_5,FALSE,draft,261,null,persona_11
385816021,2024-06-01T18:17:16Z,2024-06-01,sk-sk,vertical_5,FALSE,draft,326,null,persona_11
385517068,2024-06-01T08:45:36Z,2024-06-01,en-US,vertical_5,FALSE,draft,454,null,persona_11
385484794,2024-06-01T07:11:37Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,15,null,persona_11
385711082,2024-06-01T15:20:01Z,2024-06-01,pt,vertical_5,FALSE,draft,386,null,persona_11
385901240,2024-06-01T20:48:33Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,307,null,persona_11
385493973,2024-06-01T07:40:34Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385632863,2024-06-01T12:56:39Z,2024-06-01,en-US,vertical_5,FALSE,draft,271,null,persona_11
385416598,2024-06-01T01:21:55Z,2024-06-01,ar,vertical_4,TRUE,closed,662,null,persona_6
385618318,2024-06-01T12:28:27Z,2024-06-01,en,vertical_5,FALSE,draft,454,null,persona_11
385650404,2024-06-01T13:29:22Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385893808,2024-06-01T20:32:56Z,2024-06-01,en-GB,vertical_5,FALSE,draft,462,null,persona_11
385423110,2024-06-01T01:59:14Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385827362,2024-06-01T18:36:45Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,175930075,persona_11
385850777,2024-06-01T19:15:48Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,null,persona_11
385454865,2024-06-01T05:09:12Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,38,null,persona_11
385493219,2024-06-01T07:38:26Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,371,null,persona_11
385486282,2024-06-01T07:16:28Z,2024-06-01,pl,vertical_5,FALSE,draft,351,null,persona_11
385413403,2024-06-01T01:04:57Z,2024-06-01,pl,vertical_5,FALSE,draft,563,162459899,persona_11
385740294,2024-06-01T16:10:14Z,2024-06-01,en-us,vertical_5,FALSE,draft,137,null,persona_11
385562343,2024-06-01T10:35:02Z,2024-06-01,ru,vertical_5,FALSE,draft,335,null,persona_11
385920843,2024-06-01T21:34:50Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385707808,2024-06-01T15:14:02Z,2024-06-01,ru,vertical_5,FALSE,draft,498,null,persona_11
385538470,2024-06-01T09:39:59Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
